"A"	"B"	"C"	"D"	"E"	"F"	"G"	"H"	"I"	"J"	"K"	"L"	"M"	"N"	"O"	"P"	"Q"	"R"	"S"	"T"
"31318_at"	9.48953303401619	9.16459906830092	9.15847525622768	9.20774580085086	9.77136140739111	8.92649144083331	9.56888188994737	9.00512076975876	9.87929443938738	9.64154133170784	9.78126061751847	10.5025722346586	9.04820455504424	8.53000452012351	9.92375716530394	10.0054849822442	9.3600626131299	9.39546626470191	9.3556180962874	9.40681646303907
"31319_at"	6.45655820019204	6.49169295464748	6.4311703325609	6.31341067573435	6.67115326944976	5.98547930909623	7.58391680851916	6.66997452884638	6.29893835979468	7.14280502248829	6.22470184011606	6.46775255313949	6.71128230035303	6.41286387416811	7.71369109676037	7.08525102890728	6.46185707301971	7.03208083278264	6.68296737094614	6.2969725179194
"31320_at"	6.05029713662286	6.40087643452931	6.42881675208019	6.05783570256036	6.59474876519865	6.50906426818677	7.33343015247772	6.64038365538743	5.76225759115701	6.8624138847264	6.34991857666337	6.59884828973431	5.99878299549486	6.42584287263089	7.06580205464331	6.91182468464913	6.47037118797103	6.61220468123627	6.20444968384087	6.44348966080944
"31321_at"	4.44158982159638	5.09552060477392	3.85131718486043	4.15270717314398	4.81497200364436	3.79973745707096	4.84446171533061	3.00731945706472	3.01477930285441	4.9453706465946	5.92286266331151	3.7187013603583	3.17271428894804	3.67838392825367	4.51108270456994	3.87267903418174	4.71266380303866	4.19868493508386	5.11408316437724	4.46695544789975
"31322_at"	5.37607357644573	5.43514712837093	4.65494458225141	5.06678796715494	5.56785034119	5.33393672526686	5.52667776739613	5.66237293451707	5.07915970378707	6.12686787875115	4.5777429386113	5.79663159356355	5.08595189223656	5.55945987409739	5.39670492037571	5.09767450488134	4.96353559673174	4.77562441563545	5.15164677562928	4.20280643514307
"31323_r_at"	7.37883623659721	6.55258115475518	6.76541848605419	5.99729991717599	7.20358155462509	6.75211966598727	6.1832669598509	6.17938830286175	7.70425401455439	7.40023055451329	7.16852991420438	7.97483220778454	7.114157968399	6.4852185412633	7.08025023841061	7.43195300239341	8.0876236877493	7.8089758625234	7.85045220185264	7.49139084163423
"31324_at"	4.92784133087371	4.89193979537426	5.2860948704274	4.68706874050465	4.97596463678381	4.86460324794109	5.11918866113967	5.01427879606274	4.69789381785607	4.99095045001673	5.32224002590078	5.496085398484	4.47011224670383	4.9768127207895	5.29991974124611	4.88345968616247	5.21155974180492	5.14288717202439	5.048655428086	4.94687612238116
"31325_at"	4.34640044566858	4.58063341469148	5.18698145789656	4.50504970849366	4.35027705475072	4.43732295184283	4.53756391256638	6.0204802041366	4.29027985770595	4.21495609344281	4.4802752222961	4.42015644071723	4.32696983695043	4.39172867715132	4.5160863403314	4.73070867358738	4.92297178857919	4.52909837623718	5.00502162860554	5.03354437011047
"31326_at"	3.93551400142842	3.77996132444066	3.88971918370806	3.61141513967784	4.5377175152923	3.78848639269384	3.27858657350447	4.27858044277808	3.82429938700194	4.37179460608155	4.86355716180635	3.92097854206214	4.27655364514189	3.53849993249698	3.77669353399675	3.45778466872749	4.02942030413865	3.84100858336182	4.36258711186392	3.8630712897596
"31327_at"	7.16763879657506	7.05864925242288	7.43523246622431	6.41850235266304	7.12814285215072	6.76138854231625	6.38478755232674	6.71405156480021	6.44700675892581	7.40483092433247	7.17308756562283	6.2708596654601	6.96393296892663	6.41263632815053	7.1814375091405	7.56236364262985	7.47878199564542	6.4852558150461	7.16463561456209	6.85470962950479
"31328_at"	7.34799273730792	9.95676438492392	8.06937777783645	9.12775861110301	7.57697464135003	9.02015204028038	9.43590431433961	7.78129843052262	8.34471156884723	7.71148584737723	7.64246300053883	7.66717657200943	7.37489526782733	7.45984946234743	9.49209953554471	7.95465966498283	7.27182802127373	7.46285325459754	7.33008500301677	7.43089890023127
"31329_at"	5.26727485813719	4.71693819341835	6.24749046491687	6.35955804916826	5.96449091289738	6.39162474912467	5.54401016587399	5.47414606085414	5.92591081309366	4.02586626565346	4.87894670895885	5.58679610381318	5.86706719527384	4.58162176198724	4.01170020682227	3.79935861122381	4.12683849189699	4.7174292581715	5.25524703823322	4.90270614842555
"31330_at"	4.31148969280911	7.01942820800459	3.30396504104955	7.05316175607559	5.32552324816858	5.9264346720702	6.70054180339888	5.1533446437535	4.16890410810342	4.60586396104254	4.39262288439985	3.8692290538434	4.57200122476391	4.65690779715558	6.75030997423185	4.72802871735377	3.99478063896237	5.11285347826403	4.45225438808143	4.56499598728825
"31331_at"	5.34372442756136	5.90795611930246	5.49278500115662	6.33717512035597	6.07368246228237	5.81719631246266	6.57309410979804	5.44923826617315	6.04001669760982	5.44969555687842	5.75249867134729	5.39994774194503	5.18915384670345	5.27556153267959	6.88720651109529	5.75715655688966	4.64657077043494	4.77050365130291	5.90565344962969	5.19819205947129
"31332_at"	6.90583691549894	6.37160894952421	6.51927002730931	6.54985467431203	6.24380174345792	6.46152107026166	5.93537943431912	7.10866668482711	7.14483555854181	6.65705004097644	6.97126343736903	6.51514103839079	7.54249261555943	6.92611920439622	6.31881187099343	7.04581935801204	7.8186541840566	7.02925533005523	7.16215241475217	6.73849872818865
"31333_at"	5.67266164114736	5.38836509928102	5.9583251568733	5.98296378550793	5.49318043092864	6.50927603543236	5.71953663048423	5.52330252329575	6.00700190131558	6.00337562588402	5.81512949578912	6.05807015356087	6.1100624449033	5.49579460508447	5.79637626008337	6.10910739926997	5.57760156122252	6.59890276798288	6.34480593521308	6.88710440664422
"31334_at"	8.56134977222191	8.16790522881488	7.88195677735409	7.42565918759839	8.58524012577692	8.06172440109439	9.67366698067189	8.08036348039544	7.06878018848762	9.05667094516698	8.29024490137607	8.92979824022707	9.07470463536885	8.41453563866899	8.46299040524133	7.57169411578741	8.32666683633529	8.3268864803313	7.21534974111187	7.87726158942684
"31335_at"	7.4744863818471	6.59989826465604	9.56004169258498	6.07306571336425	8.29377530849165	7.11038413729165	5.74022056557681	8.10317662263616	6.21448515794194	9.37518606294593	6.91693186785043	7.13163780853815	6.16184020327569	6.0736250050307	7.2769413523701	8.89562399657	6.52125748307492	5.88929127525489	8.4730420431061	7.31789377811815
"31336_at"	7.97261865231902	8.44519499280548	8.00282523406631	7.85855798893199	8.549529256855	7.64450048416788	8.62360574072795	8.79838203877799	7.28385445889203	8.82173624229951	7.70813747302794	7.37124158463245	7.33651251500697	7.60866387773992	9.01192524833016	9.02528824315663	8.49458314007251	8.31939717986379	8.80831297174942	8.17016391981125
"31337_at"	9.17014402203031	7.92282354402488	7.93203501544864	7.88598877638084	8.9152006482336	8.67478894624874	6.69437890680042	8.71044314722539	8.97757400619632	8.88226717831464	9.02593726774056	8.59683801632056	8.26963893158803	8.72008641560168	7.72426488401381	8.30061606277986	8.1956082702407	7.48340119085137	8.68108153817342	8.15826856371457
"31338_at"	5.88215376490795	5.90959577188908	5.91651138719381	6.03855246665419	4.93155345605646	4.97686667638422	5.15283335533234	4.95576381656433	7.59651134526006	5.87451117090664	5.05464705179051	4.62542254265071	4.55433954695539	5.3480119396878	5.02988016545707	6.37330536258932	5.32758810653732	5.49574691452674	4.81163906859509	5.72840050713069
"31339_at"	5.73040331536636	6.85667914018085	5.80235415580064	7.00716848115835	6.02029886178015	6.50680001267238	6.99520897449153	6.13901430149378	6.76171968864111	5.94697066515224	6.08729438011198	6.0992351071999	6.01798763195932	5.86334667230718	7.2407014168422	5.68942083563821	5.53241115908588	5.55287656667301	6.31417513289275	5.43236460895018
"31340_at"	4.9417864817635	4.69231322270135	4.76876905742754	3.31224336686976	5.41653928326181	3.45805773412813	4.91231957361193	6.62104792446396	3.75887935454042	5.30789841419498	5.08875895969553	5.65053054178937	4.3800194331133	5.62749560055624	5.00390566872	4.78417808131256	4.71131667697984	4.52258757149617	4.72684180501396	4.42487532502249
"31341_at"	8.1569287481719	8.55858586535915	7.68454392224642	8.43684600271283	8.32250425427613	9.12734091543267	9.19318089659282	8.08752073482309	7.5990627073837	8.48714729540574	7.29701725731582	7.86983209775168	7.66554187011909	7.46523682813253	9.23608809166019	7.92589728341217	7.00495179833545	7.420561595786	7.77117311421141	7.62385992762275
"31342_at"	8.36023334350554	8.19651639788557	8.28036569416606	8.22871148193255	8.67384470533044	8.77222659389832	9.40258993094822	8.35753376416922	7.10311292990286	8.95776270790148	8.51432339352021	7.61996885644279	7.7840834706959	8.33186348005167	9.33375039349445	8.3241686281213	7.25094897927423	7.33204666813177	8.16343195574681	8.42612077809487
"31343_at"	8.19064582592502	8.66767242316213	7.67854547436328	8.79295750941887	8.50960481527943	8.65848451113414	9.27072433283293	8.71732702209409	7.78813194027903	8.19558567836432	8.08937089096617	7.97438433037777	7.94831752977414	8.18073204385314	9.07925349984453	8.19063842045746	7.2676788279425	7.69792270419801	7.87607797369907	7.88738012317605
"31344_at"	6.80910062922049	5.7402540795056	6.74985503041022	6.1081335273103	7.20313690244813	6.97490789669716	6.84168119298035	7.16236295462236	6.64995880190288	7.20811104350783	6.95112338930508	6.96398012725076	6.95642415651125	6.65857730151649	7.24972384756095	6.7802720450611	6.78395038221306	5.74798609133749	6.73555949130692	7.26877688812629
"31345_at"	6.64445028633781	7.16751337541483	6.28225900136042	7.38957124397126	7.22005329929986	7.96862597822318	8.60664904450889	6.48923725900281	6.30487699776375	6.7297095121779	6.5110419530965	6.58454509042805	6.65590578738955	6.31647278719817	7.12256231833534	5.74871487359242	5.8047420143141	6.19837974671944	6.265484693849	6.67397632602477
"31346_at"	6.15385045430192	4.98131832499852	7.29225404818005	4.44987791073298	7.26923348954393	7.0173174111	7.65111945389186	5.25294718657144	5.0047706533859	5.96826061333036	4.2209351362286	4.59761850758627	5.73192582588411	5.45575409973291	7.39344112376192	7.81482358996706	8.7491113194892	5.42026967140309	6.06150919397605	9.02394484762581
"31347_at"	6.1977733706911	5.75540973518922	7.13785225501706	5.1770759374407	6.17002276374424	6.05170049251045	5.75100752691667	5.58195317284318	5.82126351192338	6.27500581348657	6.11417441855662	4.79122269510619	5.780026930322	5.37055845230696	5.37285537982139	6.41560156474624	6.20768024234546	5.93771454393785	6.04606196492426	6.72209208998335
"31348_at"	4.36548506685228	4.26603021475381	6.4377275063972	5.71921846007936	3.91160386547467	3.91334540833738	4.13579419901486	5.65041631203118	3.97356016196245	5.03041668985125	4.31110272164061	5.44281198700074	4.34457181877511	5.06806655316779	4.14900789653865	6.24146786958718	6.63316223437845	5.51800932680855	4.8521578822628	4.46459939879863
"31349_at"	6.62477710750282	8.06072842767093	6.21612669366762	8.46781507153635	6.75855226093042	7.5792029554605	8.41369940698859	5.30919411626089	6.21483349621513	6.19983696802025	6.58991076787557	6.45935989303135	6.76731542581424	5.83356596584296	6.85927376236222	6.35720251741346	6.32126817882104	6.03573526943405	6.41505281784524	5.99771541730499
"31350_at"	6.91248671616329	7.64553414216552	7.9507542810224	6.21196566103713	7.21945194269052	6.16111665090269	7.18376412774067	9.17134703137852	6.16867871050196	7.91675679634969	7.39445673531142	9.37927684264228	6.67623011591442	5.74253254344878	7.75338824724573	8.38579372602032	7.81656284535259	9.06424336383125	7.7450792454393	7.01627064807434
"31351_at"	6.1520966937868	5.67297162345385	5.52612580021832	5.96334888274432	5.47270983451803	5.75294555791468	6.2994783610803	5.0327166571625	5.56674333108759	5.35950093103148	5.93551535343416	5.45096183628606	5.87267358312956	5.60689842960111	5.24019766280965	5.77108262595247	5.62182396084355	5.30530969229367	5.29749836357899	6.12987720017529
"31352_at"	4.15939769857569	5.00995534237844	3.86956877597359	4.82703280759881	4.03080479863058	4.40310606760152	5.15104384360627	4.13777941730917	5.14076634846528	3.6473968554273	4.02629178293688	4.20540603488675	3.79696501257602	4.00821840931729	4.82513207566145	4.14600362520551	3.66070910129055	3.87516136563284	3.9581618185761	4.23322140639346
"31353_f_at"	7.15607544528459	7.54393518137455	7.33213510745584	6.98232530711955	7.34863527892662	7.215458843594	7.78356605773785	6.83348280472171	7.33701074613157	7.77985163218338	8.91052255555381	7.86478132688982	8.20730462568063	7.06804377203916	8.5865054868543	8.17506223115574	6.92829336334394	7.17307326331721	7.44290821119327	7.27571256027158
"31354_r_at"	3.96255788642162	3.86021073215605	4.73351636392337	4.21450526835566	3.50633195880183	3.70464665052951	4.27996678194954	4.91101943388262	3.80296456014782	4.16768390572527	3.94208636234589	4.45302817316962	3.94638490985827	3.80503947588555	4.17229870798931	3.90402447966231	3.86708111745658	4.00353272153779	4.07493860169605	4.09414667825146
"31355_at"	6.10354679965572	7.32889299635617	6.08287218329207	7.80144607469027	6.51750336780399	6.86666054723876	7.81181184807658	6.61098872486768	6.0582415919686	7.00986239388813	5.9375285843212	7.23119681458167	5.87537762148227	6.25209547869803	6.6874385515489	6.86161901867229	6.68052327486746	6.77724126357641	6.83086380946241	6.44137163168017
"31356_at"	5.47991867807048	5.6497009806857	6.21477808333842	5.4642169362039	5.46404134093281	5.53334108224844	4.87470232328598	5.18280459501009	6.05380677551051	6.34835206188239	6.66931763003325	6.42037438507713	5.55452462596227	5.69639062458111	6.78770219530739	7.61380235418556	5.84812307351993	5.60648249257977	6.8399610299373	5.89443513401895
"31357_at"	11.2851547114252	11.5268022897269	11.5706106203444	11.279106403059	11.0799416215585	11.5663901035485	11.2044529349283	11.5109422149772	11.5223231180923	11.0798675173251	11.3048462056304	11.2298033882985	10.2690015842851	10.6095317159133	11.3275828110821	11.1427572146708	10.4388379402391	10.9796916141913	11.3432977252686	10.6800772556015
"31358_at"	9.15302973779416	6.31750365280585	10.1752767155406	6.84862914451373	9.72167229763629	8.11624060969102	6.26722632191557	10.4391681056616	7.1194615395793	8.04585918471486	7.68406295087631	6.73870382986124	6.37240757494441	6.28315281295545	5.98522043547949	7.91790475693835	8.04343424555856	6.93189145483128	9.61727026643645	7.91251901729498
"31359_at"	7.22713257364144	7.14169579356605	6.36817434154085	6.96962548746637	6.93706169246261	6.24105880649225	7.19960832921342	5.97245859370074	6.1499112234114	5.93661787481786	8.09301557010292	5.92471889406432	8.40064848728303	6.96772687709032	6.07336600368423	7.0259218821029	7.64872953579811	6.93664404941369	6.67277907186998	6.12271802383471
"31360_at"	10.1452173442621	9.37627218113484	9.61512704338351	6.91190453051454	9.5953457122769	6.75977307260635	9.26894839375323	9.03235865757073	7.40801002139003	9.98734513316329	9.92023940465635	10.6890138432193	8.55998287877173	6.63687268417309	10.3093828038019	9.55348917286389	10.3387085304126	9.43561021957362	10.0136011705199	7.80355435427321
"31361_at"	8.37675445565699	8.96594098065292	8.0604222429425	7.75985422161303	7.89710707750323	7.47833404518701	8.6471923965674	7.89580833540321	7.65185077317093	7.95959634527756	8.68601477825029	8.80309298111651	7.53473442526702	7.32771966506623	9.31882951551463	8.25338586644321	8.38707634949317	8.13048094450565	8.2265646230787	7.49196081092005
"31362_at"	6.91233598088955	5.62159649695445	5.34563152922992	6.31035109629067	6.41276563904607	7.16278508001118	5.32714339011074	5.31595360345649	7.02801140243752	5.75296602759884	5.99512198383829	5.27578616211223	6.09098463339191	5.88263514057938	5.90179675482376	5.24027953296969	5.7726787094853	5.07225899133677	5.38531194710997	6.30026763634088
"31363_at"	8.67312130331202	8.41121290785812	9.70218700345394	7.24062082078242	8.20896131922227	9.07999217544254	7.96229046579469	8.47260663429485	8.70915929274388	9.52142790315273	8.66659769264387	7.80114395702273	8.65941387848446	7.62548308874589	7.8816495135909	8.18105379187786	8.07695959667559	7.23892080000647	9.55894088127837	9.25959053203623
"31364_i_at"	8.71342117970342	8.47806840901597	9.15818417934015	7.59314167634512	8.01424615414732	9.23996198349491	8.46735969058202	8.40015867886741	8.46771253794286	9.03835568270801	8.66663201803207	7.77633840222513	8.40802026410072	7.60519018238643	8.11398858722232	8.27431661335708	8.26610908369433	7.66770067070571	9.30285483983593	8.78950273923166
"31365_f_at"	4.07231193651924	4.90197619732366	4.65342201506263	4.45147895285175	5.03577147340411	3.79183695533454	6.22899426074945	4.77974012445796	3.47574045110163	5.39291992920168	3.62054007390661	5.45870395271482	4.12817060088962	4.05925837292311	6.08628494949347	4.65202280898818	4.41711103180691	4.50547812197374	3.99898461889591	3.2562810235217
"31366_at"	8.42771516875084	7.92268628851547	8.52690802962003	7.89454342889892	8.49714891391449	8.70050910275381	7.47548840975232	8.65710774877207	8.92825560689679	8.66173172236162	9.30923342237457	8.85327668618056	8.38538876004148	8.53524051837061	7.46710080805874	7.98536948456034	8.41154054815674	7.96682266938267	8.64805266603066	8.64999945607407
"31367_at"	10.7754542615145	9.96247717948149	10.3913826493265	8.00618340372965	10.9658725537379	7.91776403493517	9.26647817105327	7.83163832969974	8.54484153127876	10.9576809987575	10.8322658813845	9.29670849720112	9.88058680989936	7.8259946197142	10.9691275906669	10.699665547079	11.9660099450304	10.6575188881208	10.4092242763114	9.88929314863531
"31368_at"	11.1378366231248	9.95460415789827	10.6599564964803	10.7949030383927	10.7093993181811	10.1788563725522	10.1578105929217	10.5646408889497	10.6783300582395	10.9876751930782	10.9939964840377	11.2673741381199	10.5419674828235	10.7803667881451	10.7583488442049	10.5930006524987	10.0502317965203	10.4302440794322	10.7570596533205	10.4512824126709
"31369_at"	7.34474608139564	7.54885437996083	7.88037840479984	8.12020778577311	6.81257930340284	8.13692880508133	8.14522757186732	7.10485627764021	7.80984287267426	7.20993682043398	7.02186381166483	6.60228084774849	6.67158147303631	7.88698102206898	8.06026249193742	7.61655717076209	7.12843036102104	7.89694679546667	7.0822534396197	7.51513252744983
"31370_at"	5.52986535445382	6.42895833920608	5.83027182211223	6.51453039355476	5.62690309861332	5.96420319566793	6.60349766746787	5.96931894554179	6.20091675612096	5.42671209929779	5.42573531778444	5.40047269634441	5.82152629226892	5.27775976618816	5.91192521232159	5.99666588415093	5.56151396586783	5.64056566829168	5.68846985102691	5.76029693279722
"31371_at"	8.7711996458306	9.41277785412839	8.71871739679063	8.58048836156645	8.97571954348093	9.89207539045692	8.9987756680814	9.62599835147722	9.09052156522084	9.33117502126467	8.95537578548559	9.1588006723171	8.53167267692094	9.23983968875152	8.59132237053131	8.58909672337222	8.10417233365649	8.66269394354364	8.96042488390341	9.42825575431952
"31372_at"	7.92699318475765	7.68500194801879	7.01409975681534	6.62160176276244	6.44904973718475	7.66123905879502	6.84988655286485	8.60561475045648	7.25870980397352	5.87438130874089	7.99304562441716	8.69140584457357	6.88224055933145	6.93702395501345	6.19856193875758	6.77394775142013	6.61039447108983	6.76618934270228	7.86321315631232	8.33053893792659
"31373_at"	7.56147020980081	7.47466905811238	8.58999827939634	7.59878934262515	7.87189751215586	6.76951465876554	6.63104113916724	6.74407432895727	6.67838115400957	8.78596468872422	8.60487223552298	9.6980320818638	7.61040702231638	8.05749538841708	9.33131507591994	10.2957223427079	8.05109059129419	6.39845915918476	9.60939412061292	8.15888389677704
"31374_at"	5.84351059564206	5.90061535729464	6.73038530318509	5.89594661830789	5.96609170942308	5.57150484710234	4.86298408935105	5.31196102049285	5.41090234714161	6.95238102923336	7.02601616754334	7.47473937373166	6.21988491156696	6.57560433062375	7.70551226933433	8.58345621850727	6.78108181062624	5.13293224458381	8.08286833993149	5.81711437637541
"31375_at"	8.22576210455953	8.21545062457497	9.79673905643795	7.49464831940348	9.17310357443312	7.74798069848817	8.08808074420994	9.61250037679895	8.53876990526	8.92690275370667	7.96372272585391	8.4418658918873	7.5629276727049	7.94039590781231	8.14175784240985	8.92898443119146	9.24405147060551	8.25553523035547	8.36642949805188	7.80126107287163
"31376_at"	5.96759680947969	6.17335643440203	5.9535136570226	6.01876303160063	6.72895308059546	5.76347593634179	6.16122585728657	5.59677239293791	5.6371261262626	6.17000653974934	5.57816400212143	5.80361212671089	5.80528608604599	5.31312304708891	6.82551764442739	6.18583482180134	5.3949960536561	5.58161277291538	6.13443513328072	5.48760438647223
"31377_r_at"	10.2574975078634	10.0491029747571	11.153016347196	10.0451283821336	11.3768164869201	10.2548970934459	9.67017015626582	10.964195529638	10.8866259145051	11.0745100741032	10.761548108254	10.9887451624574	10.0440197697174	10.3435551046587	10.8721098540055	10.94276843085	10.7255164161587	10.6403121792237	10.6133698065801	9.95553986974021
"31378_at"	11.031260425709	9.48023865340884	10.7472095518242	10.9240785024152	11.1016747250076	10.0513502682476	9.88738804458895	9.2371877735698	10.3525931994272	10.7229140138562	10.1920282148533	11.1615647271519	10.1130483634216	11.4768986003331	10.054341158482	9.97359877312766	9.34463309830922	8.92176352713521	9.77443737081154	9.9124265305667
"31379_at"	6.91692517594103	7.03336124941588	7.50836575458969	8.1885460455451	6.49464025842237	7.36076486427611	6.51924380721056	7.52502072585424	6.64595541042022	6.46196228466937	7.50637669963566	6.88558139321337	7.08035015877266	7.70944313892117	6.83459499545515	7.16159036970276	8.15318760342465	6.99244894263926	7.19402872959764	7.09721205601963
"31380_at"	4.60885841571466	4.4747027419183	5.48303141732164	5.98549065837009	4.56187710287263	5.03511929490253	4.46978547439502	5.21184652247419	4.55729190164119	4.53471803163878	5.54045013155867	4.84471618086008	4.73571289789928	5.25208960836575	4.90556088041009	4.83209507945398	6.33799607438165	4.47181672208125	4.82739344303758	5.13561765803156
"31381_at"	4.36600200979665	4.07817639152784	4.86756798190117	4.17510248854046	5.05259437970565	4.05789931242377	4.59276222034805	4.54059037812164	4.12269895940645	5.29778843277409	4.18991993993056	4.99767078047416	4.53170465670324	4.3046936704621	4.5208162411738	5.24358707820388	5.36633381701743	4.75198223658395	4.4888381007792	4.37407460992897
"31382_f_at"	9.3098070653802	7.30269509619947	7.69084436951648	8.04640366593623	7.89013869054661	8.25311527339889	6.28846487901835	8.08353079657649	8.02572632513997	8.98313729792744	8.33878790014363	7.52089249588482	7.78944226716208	9.04936548152109	7.69610414430949	6.76789775364901	7.26869199646594	7.44556332198455	8.84016350937282	8.7291139730563
"31383_at"	6.44610429054886	7.09483154204781	5.56053938984488	6.88663601185029	6.17955282699752	6.01037243142512	7.33018885733305	5.6291445113024	5.99264064856008	5.66117292975479	6.43623883804828	6.17504241584416	6.04074259716715	5.7776857656678	6.80218468656324	6.00081315501417	6.14299479598409	5.76072796226823	6.53750232284549	7.07191178863551
"31384_at"	7.0600554314771	6.90461213442775	6.49287393422496	7.38545757281484	7.79024904333861	7.7268727341643	8.07984067662365	8.18547082715058	7.10396377842585	7.79921160389888	6.82200155549047	6.46272049396664	8.00174820749591	7.32075981446869	7.10970128518168	6.72396933837842	6.19605734611455	6.81400345141745	7.03056137267692	7.49440069866727
"31385_at"	9.05133560937457	8.28516609787673	8.56145670146834	9.46638960883718	9.20300001009211	9.1925599549778	8.85600051397958	9.61600164991886	8.70414870696013	9.07799082724386	9.10495174228736	8.79195910196659	8.51200231950998	8.77920182252993	9.56662070742295	8.72713069621374	8.16570295193793	8.5580956062926	8.76915024615143	9.53597715653432
"31386_at"	7.3550340465368	6.42011605944714	6.77906021209514	7.07212067783591	7.78711313349933	7.70496424167819	7.35759435579375	8.01334434476466	6.6967054432156	7.2210634734796	7.80966826384538	6.72735291820888	7.15200867880532	7.0071887311552	7.47772476327957	6.30521199607105	6.4581175089304	5.89920639269731	6.49868566216411	7.29426899504828
"31387_at"	6.52154740938594	7.022468322326	6.86225974359163	6.60616728839618	7.18000587780619	7.19301775469888	8.06442303446257	7.32718822934789	5.59888339004404	6.95515409157067	6.89370176251926	5.92958035245895	6.51351721533792	6.57647115163508	7.85189288865114	6.38841615388712	6.17013581604455	6.01605494095258	6.3108046078581	6.63907309814554
"31388_at"	6.30775967409163	6.25374749206847	6.80851767405569	5.86150654890231	7.14949450539942	6.42237337349392	7.11217956906262	7.42924746740904	5.43695903394578	6.8772510453687	6.70950752429249	6.00889512217036	6.43921783483906	6.57314180866385	7.33689785410666	6.22143095551731	6.26680456063743	5.50781286269674	6.14736435007772	6.30246575848765
"31389_at"	5.70585796227442	5.50166893969714	4.82841044157309	5.63783743522712	6.33478154608167	6.37289669838965	5.90270685501406	5.68122496358581	5.63835759365523	5.77411438867156	5.98865408512039	6.27286524169993	6.08913941665916	5.9733454216988	5.95319197782507	5.91712670567792	5.62649636778763	6.07419817617566	5.72742489864881	5.10029830514239
"31390_at"	6.73608287629671	6.71797675486036	7.31281796991502	5.64152394119947	7.78796560998948	8.12000366753523	6.81197184618323	6.92466731215635	6.31384633898126	7.84397744995609	6.83748895023429	6.8256090441998	6.8864564396462	6.65414578510712	6.40730471370512	6.7356324345064	6.76244680648714	6.98720509842569	6.6089372928334	6.61893503432734
"31391_at"	6.86806300867766	6.85349261618618	5.44383441248216	6.95244983415874	5.85137271509308	7.24145667528039	5.77660354620523	5.89016628414478	6.93542797608911	6.24912176519882	6.70104841746176	6.05273206878072	6.26836141195289	6.98955210581179	6.74692381798398	5.63080981152658	5.63220563929429	5.54285586122193	6.64843359711734	6.57864679144687
"31392_r_at"	7.42364944773571	6.99934480230781	7.74509795844947	6.45630120236255	9.03175924609108	8.33586106215146	7.92680155018019	7.29101487840964	7.34817116030866	7.51851778739243	7.69348849117078	6.65629722013425	7.56674382866986	7.12134173869498	7.48377494979422	7.42636182020928	8.19509726614906	7.41469743369684	7.28053106542045	7.36024911694358
"31393_r_at"	5.29493672012809	5.89482104823158	5.40855282927854	5.3784210866493	5.37433483397917	6.70345658036371	5.71185208449383	4.83536167023369	5.09827177143496	5.6776059133985	5.97071657800954	5.37960028847092	4.63542976167676	4.93391311274366	5.14290605715678	5.63658924299395	5.295770638868	5.1422272145741	5.3542275328859	4.60754490178034
"31394_at"	4.83492608266222	5.7376834555305	4.88771404979515	5.09412383674482	5.02797072097484	5.47340245952349	5.13050743743509	4.63544377800705	4.85672822469184	5.02393603205674	4.90344932018981	5.03799441567726	5.16512053293439	4.59193929667613	5.0386796050065	5.67511437746205	4.99268773488256	4.99300676322555	5.11928289698374	4.46379342130234
"31395_i_at"	5.15258976137212	6.49084995936241	5.6047635222552	5.44498932424338	5.90391977633211	5.93860169981566	5.4683251536539	5.26859802277864	5.22036909112519	5.64297099275203	5.20124301503003	5.5853701133017	5.8482503895787	4.9256466476963	5.33348413093793	6.14617187111434	5.3546690517912	5.2662209111397	5.78912298746819	5.17044862102594
"31396_r_at"	11.0981035777147	11.0120784138992	11.5158179927514	9.80695259845065	11.2367822904345	10.5399415863229	10.2953434486402	11.439945723703	9.90375756372909	12.0167108944333	10.7752294753294	10.1702749431687	9.19707220802029	9.1744518132723	11.1155611860025	11.9116925432102	10.9434510242065	10.3872398435523	12.0595330640723	11.6232229740044
"31397_at"	7.9035362590021	6.27629590481114	7.84203956472836	6.22219431350739	8.36661279093146	6.88866130051233	5.73034977764965	7.19542890007187	6.87251741004902	7.59539103112551	7.65903564434538	7.39415050366145	6.82709339105359	7.83468535711013	6.64957304372059	7.53882151260194	7.5874167702007	7.66277064080224	7.4134670717581	6.84296338289615
"31398_at"	7.08600806718289	6.40879946298809	6.04815576017232	6.12896287678401	7.1234912593307	6.33657088965872	7.74174819440585	6.2556643646182	5.99216814783204	7.71812285588425	5.84329551290499	6.93341387923087	6.15119573617168	5.94506755711441	7.81823127004293	7.4608929700148	6.37844137450757	6.70038830510943	7.15589238727073	6.49959318933131
"31399_at"	6.27221213466081	7.2309893153592	6.14449864160106	6.85798770866807	6.12739079855404	6.83992077027717	7.32226480464845	6.17821274641287	6.08185853103495	6.05891963907204	6.363559686309	6.71256038743415	6.12582839465183	6.16731224123091	6.70136096803673	6.33290292987922	5.89914279908186	5.92073332953988	6.35394413616324	6.2568057392673
"31400_at"	6.59808361219899	7.9992478396445	6.61123463031438	7.60407226809755	7.80504152930284	7.24157809949106	8.2454439250851	7.69464346837227	6.55143997618724	8.52499063913602	6.2891209161531	8.0016723524149	6.55807806277488	7.19454968253062	8.79122513055376	7.44443757679232	6.9050506741533	7.30358292156342	7.32265449868414	6.5430090901775
